8. Których Twoich oczekiwań pracodawca nie spełnia najczęściej? Nie zapewnia:
Grupa ,18-23 lat, Pytanie 8/1  -, narzędzi niezbędnych do wykonywania pracy i/lub właściwych warunków bhp,-,Odpowiedzi -,0,-,0.00,%
Grupa ,18-23 lat, Pytanie 8/2  -,odpowiednich do Twoich potrzeb warunków socjalnych,-,Odpowiedzi -,1,-,6.67,%
Grupa ,18-23 lat, Pytanie 8/3  -,możliwości awansu i/lub przejrzystych warunków jego uzyskania,-,Odpowiedzi -,5,-,33.33,%
Grupa ,18-23 lat, Pytanie 8/4  -,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,-,Odpowiedzi -,0,-,0.00,%
Grupa ,18-23 lat, Pytanie 8/5  -,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,-,Odpowiedzi -,0,-,0.00,%
Grupa ,18-23 lat, Pytanie 8/6  -,możliwości udziału w szkoleniach rozwijających kwalifikacje na zajmowanym stanowisku,-,Odpowiedzi -,0,-,0.00,%
Grupa ,18-23 lat, Pytanie 8/7  -,"bezpieczeństwa zatrudnienia, tj. stałej umowy o pracę",-,Odpowiedzi -,0,-,0.00,%
Grupa ,18-23 lat, Pytanie 8/8  -,samodzielności w pracy adekwatnej do posiadanych kwalifikacji i doświadczenia,-,Odpowiedzi -,0,-,0.00,%
Grupa ,18-23 lat, Pytanie 8/9  -,dopasowanego do potrzeb systemu motywacyjnego,-,Odpowiedzi -,2,-,13.33,%
Grupa ,18-23 lat, Pytanie 8/10  -,równowagi pomiędzy pracą a życiem osobistym (work life balance),-,Odpowiedzi -,3,-,20.00,%
Grupa ,18-23 lat, Pytanie 8/11  -,przejrzystego systemu oceny pracy,-,Odpowiedzi -,2,-,13.33,%
Grupa ,18-23 lat, Pytanie 8/12  -,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),-,Odpowiedzi -,5,-,33.33,%
Grupa ,18-23 lat, Pytanie 8/13  -,regularnego otrzymywania informacji zwrotnych dotyczących oceny jakości pracy,-,Odpowiedzi -,5,-,33.33,%
Grupa ,18-23 lat, Pytanie 8/14  -,szacunku i poszanowania godności,-,Odpowiedzi -,3,-,20.00,%
Grupa ,18-23 lat, Pytanie 8/15  -,dbałości o klimat sprzyjający zadowoleniu z pracy,-,Odpowiedzi -,3,-,20.00,%
Liczba respondentów = ,15
