10. Dlaczego nie komunikujesz pracodawcy  że nie spełnia on Twoich oczekiwań?
Grupa ,18-23 lat, Pytanie 10/1  -,"nie wierzysz, że to coś zmieni",-,Odpowiedzi -,6,-,40.00,%
Grupa ,18-23 lat, Pytanie 10/2  -,"boisz się, że zostaniesz uznany(a) za roszczeniowego",-,Odpowiedzi -,4,-,26.67,%
Grupa ,18-23 lat, Pytanie 10/3  -,"uważasz, że Twoje oczekiwania nie są ważne",-,Odpowiedzi -,2,-,13.33,%
Grupa ,18-23 lat, Pytanie 10/4  -,"boisz się, że zostaniesz zwolniony(a)",-,Odpowiedzi -,3,-,20.00,%
Grupa ,18-23 lat, Pytanie 10/5  -,"w firmie, w której pracujesz, nikt nie komunikuje potrzeb",-,Odpowiedzi -,3,-,20.00,%
Grupa ,18-23 lat, Pytanie 10/6  -,"uważasz, że pracodawca powinien się domyśleć",-,Odpowiedzi -,1,-,6.67,%
Grupa ,18-23 lat, Pytanie 10/7  -,"uważasz, że pracodawcy nie interesują Twoje oczekiwania",-,Odpowiedzi -,3,-,20.00,%
Grupa ,18-23 lat, Pytanie 10/8  -,bo już próbowałeś(aś) i zostałeś(aś) za to ukarany(a),-,Odpowiedzi -,2,-,13.33,%
Grupa ,18-23 lat, Pytanie 6109  -,inne,-,Odpowiedzi -,0,-,0.00,%
Liczba respondentów = ,15
