10. Dlaczego nie komunikujesz pracodawcy  że nie spełnia on Twoich oczekiwań?
Grupa ,40-55 lat, Pytanie 10/1  -,"nie wierzysz, że to coś zmieni",-,Odpowiedzi -,22,-,59.46,%
Grupa ,40-55 lat, Pytanie 10/2  -,"boisz się, że zostaniesz uznany(a) za roszczeniowego",-,Odpowiedzi -,9,-,24.32,%
Grupa ,40-55 lat, Pytanie 10/3  -,"uważasz, że Twoje oczekiwania nie są ważne",-,Odpowiedzi -,3,-,8.11,%
Grupa ,40-55 lat, Pytanie 10/4  -,"boisz się, że zostaniesz zwolniony(a)",-,Odpowiedzi -,5,-,13.51,%
Grupa ,40-55 lat, Pytanie 10/5  -,"w firmie, w której pracujesz, nikt nie komunikuje potrzeb",-,Odpowiedzi -,4,-,10.81,%
Grupa ,40-55 lat, Pytanie 10/6  -,"uważasz, że pracodawca powinien się domyśleć",-,Odpowiedzi -,3,-,8.11,%
Grupa ,40-55 lat, Pytanie 10/7  -,"uważasz, że pracodawcy nie interesują Twoje oczekiwania",-,Odpowiedzi -,6,-,16.22,%
Grupa ,40-55 lat, Pytanie 10/8  -,bo już próbowałeś(aś) i zostałeś(aś) za to ukarany(a),-,Odpowiedzi -,2,-,5.41,%
Grupa ,40-55 lat, Pytanie 6109  -,inne,-,Odpowiedzi -,3,-,8.11,%
Liczba respondentów = ,37
