"6. Czy uważasz, że pracodawca nie zapewnia Ci? "
Grupa ,24-39 lat, Pytanie 6/1  -, narzędzi niezbędnych do wykonywania pracy i/lub właściwych warunków bhp,-,Odpowiedzi -,7,-,16.67,%
Grupa ,24-39 lat, Pytanie 6/2  -,odpowiednich do Twoich potrzeb warunków socjalnych,-,Odpowiedzi -,8,-,19.05,%
Grupa ,24-39 lat, Pytanie 6/3  -,możliwości awansu i/lub przejrzystych warunków jego uzyskania,-,Odpowiedzi -,16,-,38.10,%
Grupa ,24-39 lat, Pytanie 6/4  -,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,-,Odpowiedzi -,16,-,38.10,%
Grupa ,24-39 lat, Pytanie 6/5  -,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,-,Odpowiedzi -,17,-,40.48,%
Grupa ,24-39 lat, Pytanie 6/6  -,możliwości udziału w szkoleniach rozwijających kwalifikacje na zajmowanym stanowisku,-,Odpowiedzi -,10,-,23.81,%
Grupa ,24-39 lat, Pytanie 6/7  -,"bezpieczeństwa zatrudnienia, tj. stałej umowy o pracę",-,Odpowiedzi -,0,-,0.00,%
Grupa ,24-39 lat, Pytanie 6/8  -,samodzielności w pracy adekwatnej do posiadanych kwalifikacji i doświadczenia,-,Odpowiedzi -,2,-,4.76,%
Grupa ,24-39 lat, Pytanie 6/9  -,dopasowanego do potrzeb systemu motywacyjnego,-,Odpowiedzi -,12,-,28.57,%
Grupa ,24-39 lat, Pytanie 6/10  -,równowagi pomiędzy pracą a życiem osobistym (work life balance),-,Odpowiedzi -,7,-,16.67,%
Grupa ,24-39 lat, Pytanie 6/11  -,przejrzystego systemu oceny pracy,-,Odpowiedzi -,6,-,14.29,%
Grupa ,24-39 lat, Pytanie 6/12  -,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),-,Odpowiedzi -,13,-,30.95,%
Grupa ,24-39 lat, Pytanie 6/13  -,regularnego otrzymywania informacji zwrotnych dotyczących oceny jakości pracy,-,Odpowiedzi -,7,-,16.67,%
Grupa ,24-39 lat, Pytanie 6/14  -,szacunku i poszanowania godności,-,Odpowiedzi -,4,-,9.52,%
Grupa ,24-39 lat, Pytanie 6/15  -,dbałości o klimat sprzyjający zadowoleniu z pracy,-,Odpowiedzi -,10,-,23.81,%
Liczba respondentów = ,42
